rank;name;gameId;elo;country;countryCode;
1480;Tatthep Kasetsin;79184949;1525;Thailand;th;
1481;Jacob Downing;38829252;1525;United States of America;us;
1482;左 承勳;25549472;1525;Taiwan;tw;
1483;Joseph Finkbeiner;71711999;1525;United States of America;us;
1484;Mehmet Huseyin;21821151;1525;United Kingdom;gb;
1485;Oliver Cornish;76891556;1525;United Kingdom;gb;
1486;Philip Dickinson;91523619;1525;Canada;ca;
1487;Asher May;69218669;1525;United States of America;us;
1488;Jason Mehsikomer;42274964;1525;United States of America;us;
1489;Ryan Bastion;34973233;1525;New Zealand;nz;
1490;Pavel Cucor;24781483;1525;Slovakia;sk;
1491;Joel Rencen;16259464;1525;United Kingdom;gb;
1492;Sean Gray;49148886;1525;United States of America;us;
1493;Jodey Burney;65665852;1525;United States of America;us;
1494;Ludovic Guilmard;98379692;1525;France;fr;
1495;Lucas Ng;71112789;1525;Canada;ca;
1496;Kendra Meer;34198496;1525;United States of America;us;
1497;Roderick So;98428672;1525;Hong Kong;hk;
1498;Craig Edwards;12285724;1525;United States of America;us;
1499;Wen Wei Xie;6429;1525;New Zealand;nz;
1500;Reckless WCW;26926595;1525;Hong Kong;hk;
1501;Chris Armas;62345799;1525;Australia;au;
1502;brandon makowski;54424281;1525;United States of America;us;
1503;Mika Dreyer;29596658;1525;Germany;de;
1504;Simon Linabury;42391481;1525;Australia;au;
1505;Brad Moore;77738981;1525;United States of America;us;
1506;Lorenzo Silvestri;44357856;1524;Belgium;be;
1507;Alex Knott;11786328;1524;Canada;ca;
1508;Lk Sing;16833456;1524;Hong Kong;hk;
1509;Tobias Mieth;46889368;1524;Germany;de;
1510;Steven Young;54315253;1524;Australia;au;
1511;Matt Jacobs;96758531;1524;United States of America;us;
1512;Adralak Karthalon;68633573;1524;France;fr;
1513;Felix Larsen Stenderup;37233425;1524;Denmark;dk;
1514;Philip Gamble;65256955;1524;United States of America;us;
1515;Hoang Van;65956327;1524;United States of America;us;
1516;Maurice Hostettler;41436621;1524;Switzerland;ch;
1517;Tyler Mender;13237767;1524;United States of America;us;
1518;Leila Green;85531496;1524;United Kingdom;gb;
1519;Jeroen van der Wal;39928345;1524;Netherlands;nl;
1520;Colin Turner;36467921;1524;United States of America;us;
1521;Evan Primeau;51439186;1524;United States of America;us;
1522;Danniel Vivar;67986348;1524;United States of America;us;
1523;Bee Kassé;27982638;1524;Canada;ca;
1524;Logan Brown;33772595;1524;United States of America;us;
1525;Charles Nash;45911244;1524;United States of America;us;
1526;Minh Hoàng Nguyễn;12486421;1524;Vietnam;vn;
1527;Luigi Fontana;11332898;1524;Italy;it;
1528;Hugo Martins;16492274;1524;Portugal;pt;
1529;Bruno Lapointe;82363245;1524;Canada;ca;
1530;Cole Pellatt;84477657;1524;United States of America;us;
1531;Johann Louie Ong;13689857;1524;Philippines;ph;
1532;Keegan Walls;12287458;1524;New Zealand;nz;
1533;Justin Beichler;77236911;1524;United States of America;us;
1534;Carter Barton;59614336;1524;United States of America;us;
1535;Kevin Pennec;64685376;1524;France;fr;
1536;Caleb Womack;28737155;1524;United States of America;us;
1537;Dave Pruneau;51166138;1524;Canada;ca;
1538;Brock Lewis;67279444;1523;United States of America;us;
1539;Robert McAuley;43488892;1523;Canada;ca;
1540;Joshua Hannan;35565283;1523;United States of America;us;
1541;Tristan Vallon;96668118;1523;France;fr;
1542;Thomas Yarbrough;92515135;1523;United States of America;us;
1543;Jordan McCombs;77179753;1523;United States of America;us;
1544;ANTHONY LIU;77153857;1523;Taiwan;tw;
1545;Campbell Wright;72266325;1523;New Zealand;nz;
1546;Luis Coelho;64374266;1523;Portugal;pt;
1547;Nicholas Snyder;24352122;1523;United States of America;us;
1548;Phillip Hadley McKay;4527;1523;Australia;au;
1549;shao hong koh;19223125;1523;Singapore;sg;
1550;Paweł Rozynek;33532819;1523;Poland;pl;
1551;SHIN HOR;82948489;1523;Malaysia;my;
1552;Austin Sanders;86495794;1523;United States of America;us;
1553;Casey Walker;28291611;1523;United States of America;us;
1554;Erik Baalhuis;79255197;1523;Netherlands;nl;
1555;John Farren;72926854;1523;Australia;au;
1556;Daniel Lee;32555629;1523;United States of America;us;
1557;Buddy Knight;29334895;1523;United States of America;us;
1558;Emad Kashy;81644971;1523;United Kingdom;gb;
1559;Ronald Gonzalez;19741759;1523;United States of America;us;
1560;Simon De Grieve;52387371;1523;Belgium;be;
1561;Nathan Corbyn;64278526;1523;United Kingdom;gb;
1562;Dave Lin;33283899;1523;United States of America;us;
1563;Nicholas Porter;17968494;1523;United States of America;us;
1564;David Park;62153958;1523;Canada;ca;
1565;Wachara Oranriksuphak;26556543;1523;Thailand;th;
1566;Marco Guignard;66136221;1522;Switzerland;ch;
1567;Ethan Phillips;49432523;1522;United States of America;us;
1568;Joris Masson;49476286;1522;France;fr;
1569;Chen-Han Yang;74892135;1522;Taiwan;tw;
1570;Newman Brantley;58467586;1522;United States of America;us;
1571;Katherine Merwin;97351413;1522;United States of America;us;
1572;Uhyoung Choi;47832987;1522;New Zealand;nz;
1573;Jacob Ricca;36782439;1522;United States of America;us;
1574;Lucian Murphree;46289634;1522;United States of America;us;
1575;Euan Ansell;48776769;1522;Australia;au;
1576;Nick Downing;83375964;1522;United States of America;us;
1577;Bilal Hatim;67118926;1522;United States of America;us;
1578;Jiawei Sun;69393315;1522;New Zealand;nz;
1579;Callum Birkett;19617822;1522;United Kingdom;gb;
1580;Emily Froese;68826118;1522;Canada;ca;
1581;jean-sebastien laurin;85375563;1522;Canada;ca;
1582;Tim McCarthy;42684555;1522;Hong Kong;hk;
1583;Basile Massaly;77658324;1522;Switzerland;ch;
1584;Mitchell O'Keefe;17657836;1522;Australia;au;
1585;Joseph Kaiser;21389935;1522;United States of America;us;
1586;Diego Bertholet;83338762;1522;Netherlands;nl;
1587;Romain Mamecier;44564887;1522;France;fr;
1588;Aidan Keown;84951438;1522;United Kingdom;gb;
1589;Christoph Hofmann;27459381;1522;Germany;de;
1590;aaron leblanc;87773392;1522;United States of America;us;
1591;Joshua Mainzer;86237334;1522;United States of America;us;
1592;Błażej Gierszon;17435167;1522;Poland;pl;
1593;John Alexander;15169498;1522;United States of America;us;
1594;Andrew Heintz;99287768;1522;United States of America;us;
1595;Kevin Bautista;59827446;1522;United States of America;us;
1596;Doanh Cao Xuan;21498966;1522;Vietnam;vn;
1597;Andres Torres;36267443;1522;Canada;ca;
1598;Jakow Koutsun;43842173;1522;Germany;de;
1599;Eric Nguyen;23121677;1522;France;fr;
1600;Mitch Hewson;18723333;1522;United Kingdom;gb;
1601;Jeff Horan;74395331;1522;Canada;ca;
1602;Bui Ho;74819966;1521;Canada;ca;
1603;Hazlet Hensley;64881646;1521;United States of America;us;
1604;Jotrick Rheaume;31164142;1521;Poland;pl;
1605;Tom Segrave;46173262;1521;United States of America;us;
1606;loki chan;19497244;1521;Hong Kong;hk;
1607;Zachary Adams;53995277;1521;United States of America;us;
1608;Joel Grizzelle;95187448;1521;United States of America;us;
1609;Charly Bizard;68673519;1521;France;fr;
1610;Oskar "Jowe" Halamus;77994742;1521;Poland;pl;
1611;Timothy Bell;99273619;1521;United States of America;us;
1612;Ted Nilsson;82232631;1521;United States of America;us;
1613;Sophia Lambrich;71699269;1521;Germany;de;
1614;Randall Sims;45825467;1521;United States of America;us;
1615;Matthew White;77824595;1521;United States of America;us;
1616;Jonathan Tarris;23715573;1521;United States of America;us;
1617;Sheng chieh Hsu;93616852;1521;Taiwan;tw;
1618;Wojciech Dziórawiec;44937236;1521;Poland;pl;
1619;子謙 張;68193728;1521;Taiwan;tw;
1620;Reynold Lam;51457584;1521;Singapore;sg;
1621;Elly Bird;24997776;1521;United States of America;us;
1622;Krzysztof Rybczyński;74689446;1521;Poland;pl;
1623;David Hoyland;33522793;1521;United Kingdom;gb;
1624;Jesse McDonald;43661687;1520;Australia;au;
1625;Nikolas Grziwa;11554465;1520;Germany;de;
1626;William Reid;45514373;1520;United States of America;us;
1627;Dachkone Vasonchuenchochai;86549781;1520;Thailand;th;
1628;Matthew Tuck;66844833;1520;United Kingdom;gb;
1629;Scott Jones;19657724;1520;United Kingdom;gb;
1630;Jason Smith;19958147;1520;United States of America;us;
1631;John Kitsos;95418691;1520;Greece;gr;
1632;Samuel Graham-Walker;18438563;1520;New Zealand;nz;
1633;Steven Liu;75592847;1520;Australia;au;
1634;Maykel Michiels;34549329;1520;Netherlands;nl;
1635;Andrew Wachter;31318532;1520;United States of America;us;
1636;James Wray;23749387;1520;United States of America;us;
1637;Stefano Meoni;26275334;1520;Italy;it;
1638;Castor Perez;99459697;1520;Estonia;ee;
1639;Hoàng Vũ;17789994;1520;Vietnam;vn;
1640;Matthew Halstad;45769571;1520;United States of America;us;
1641;Kieran McEntegart;97225196;1520;New Zealand;nz;
1642;Wiktor Woźniak;91869634;1520;Poland;pl;
1643;keng fai lee;31822946;1520;Malaysia;my;
1644;Kyle Meserve;95711291;1520;United States of America;us;
1645;Xiaonan Zou;77976589;1520;Singapore;sg;
1646;Jacob Lantz;49135278;1520;United States of America;us;
1647;Enki Dupaquier;43463614;1520;France;fr;
1648;Mike Morelli;19293327;1520;Canada;ca;
1649;Michael Schlegel;61168524;1520;Switzerland;ch;
1650;AUSTIN BRILL;73569377;1520;United States of America;us;
1651;Mike Bitsch;76197584;1520;Germany;de;
1652;Joel Wilhelm;54387482;1520;United States of America;us;
1653;Matthew Shelly;79262462;1520;United States of America;us;
1654;Seb Ball;21618727;1520;United Kingdom;gb;
1655;Trent Lynch;67968198;1520;United States of America;us;
1656;Chakorn Benjasamitthiporn;19291276;1520;Thailand;th;
1657;Gavin Wu;12118777;1520;New Zealand;nz;
1658;Jake Russell;27528355;1520;United States of America;us;
1659;Lori Vanderhulst;53939495;1520;Belgium;be;
1660;Darick Oswalt;74517562;1519;United States of America;us;
1661;Long Tran;17316193;1519;Vietnam;vn;
1662;Courtney Davis;16956849;1519;Australia;au;
1663;Daniel Brouillet;32369374;1519;United States of America;us;
1664;Shan Rievan;69534221;1519;Singapore;sg;
1665;Alexander Labiano Serrano;41111253;1519;Spain;es;
1666;James Tumavich;31126368;1519;United States of America;us;
1667;Davis Purcell;16134932;1519;United States of America;us;
1668;Michelle Chmura;55886378;1519;United States of America;us;
1669;Jasin Long;3974;1519;New Zealand;nz;
1670;Fredrick Gamble;65159963;1519;United States of America;us;
1671;Jason Chua;29643144;1519;Singapore;sg;
1672;Marc Figard;12942381;1519;France;fr;
1673;Sylvain Poirree;96455764;1519;France;fr;
1674;Kyle Garten;22435697;1519;United States of America;us;
1675;Lucas Dutailly;69991915;1519;France;fr;
1676;Brent Van de Staey;68236157;1519;Belgium;be;
1677;Kevin Chang;67556312;1519;United States of America;us;
1678;Eric Lee;31812715;1519;United States of America;us;
1679;Yule Hill;78679984;1519;United States of America;us;
1680;Adam Weaver;27592439;1519;United States of America;us;
1681;LIAO Yi-ting;78886673;1519;Taiwan;tw;
1682;Michael Metallo;41426315;1519;Canada;ca;
1683;Gregory Smith;47782776;1519;United States of America;us;
1684;Patrick Stamper;98962536;1519;United States of America;us;
1685;Paweł Ropa;77943644;1519;Poland;pl;
1686;Toni Schwarze;94758584;1519;Germany;de;
1687;Liang Hsi Ho;72522948;1519;Taiwan;tw;
1688;Victor Reis;32571357;1519;Estonia;ee;
1689;Darren Taing;12897721;1519;Australia;au;
1690;Clarence Foo;19966517;1519;Singapore;sg;
1691;Jan Van Nieuwenhove;84334473;1518;Belgium;be;
1692;Mariusz Wojciechowski;84387492;1518;Netherlands;nl;
1693;John DelVento;65616448;1518;United States of America;us;
1694;James Adams;97275563;1518;United Kingdom;gb;
1695;Stefan Karlsson;52462985;1518;Sweden;se;
1696;Yegor Borshch;22779311;1518;Ukraine;ua;
1697;Nick Tucker;17763161;1518;United States of America;us;
1698;Anthony Puskas;52455262;1518;United States of America;us;
1699;Royce Marco Saez Co;13411456;1518;Canada;ca;
1700;Brandon Wong;38734839;1518;Brunei;bn;
1701;Henrik Moilanen;19972373;1518;Finland;fi;
1702;Stefanos Michalakis;52696172;1518;Greece;gr;
1703;Wilsonn Wong;61345782;1518;Philippines;ph;
1704;Matthew Greenleaf;78678641;1518;United States of America;us;
1705;Mitchell Danforth;67716341;1518;United States of America;us;
1706;Minjoon Lim;29928563;1518;New Zealand;nz;
1707;Steven Bowers;15261227;1518;United States of America;us;
1708;Eduardo Francis;48889517;1518;United States of America;us;
1709;Li Thomas;32256858;1518;Hong Kong;hk;
1710;Seth Roberts;92881338;1518;United States of America;us;
1711;Ash Singh;2423;1518;New Zealand;nz;
1712;Brendan Keithline;77327839;1518;United States of America;us;
1713;Charlton Smith;33845259;1518;United States of America;us;
1714;Calum Rogers;59735837;1518;New Zealand;nz;
1715;Zachary Stenstrom;74864767;1518;United States of America;us;
1716;William Cook;1419;1518;United States of America;us;
1717;Marc Schmid;46539918;1518;Switzerland;ch;
1718;Alexander Buganski;29362692;1518;United States of America;us;
1719;Vincent Gardiner;7123;1518;New Zealand;nz;
1720;Will Evans;52927329;1518;New Zealand;nz;
1721;Paul Dollé;37615899;1518;France;fr;
1722;Matthew Bartley;53235386;1518;United States of America;us;
1723;Heriberto Vega;96179278;1518;United States of America;us;
1724;Jack Doherty;15878444;1518;United Kingdom;gb;
1725;Nick Panagiotou;51299912;1518;Greece;gr;
1726;Ethan Bridges;58665781;1518;United States of America;us;
1727;Jonah Baca;71925822;1518;United States of America;us;
1728;SU WEI MING;92363732;1518;Taiwan;tw;
1729;Jan Ripa;89313179;1518;Sweden;se;
1730;Justin Kinison;85412936;1518;United States of America;us;
1731;Lee Mason;53948352;1517;Singapore;sg;
1732;Bernhard Hinna;61269413;1517;Norway;no;
1733;Daniel Mckinlay;93875325;1517;United Kingdom;gb;
1734;Neil Hilario;95158183;1517;United States of America;us;
1735;Cailean Pritchard;71651443;1517;United States of America;us;
1736;Dave Moore;52221312;1517;New Zealand;nz;
1737;Natalie Hunt;45913698;1517;United States of America;us;
1738;Daniel Papež;35979944;1517;Czechia;cz;
1739;Sean Cowan;45166542;1517;United States of America;us;
1740;Kingman Leung;57856555;1517;Hong Kong;hk;
1741;Josh Hoisington;64726327;1517;United States of America;us;
1742;Peyton Sayasith;34465746;1517;United States of America;us;
1743;Oren Yishai;88233786;1517;United States of America;us;
1744;Jake Warburton;71324455;1517;United Kingdom;gb;
1745;Harrison Epps;59838525;1517;United States of America;us;
1746;Daniel Nyberg;64959448;1517;Sweden;se;
1747;Aiden Dee;17872769;1517;Canada;ca;
1748;arno matile;25172762;1517;Switzerland;ch;
1749;Joel De Francesco;57567343;1517;Australia;au;
1750;Lukasz Kaczynski;96424156;1517;Poland;pl;
1751;Sylvain LE ROUX;88814492;1517;France;fr;
1752;Jakub Szygulski;96574182;1517;Poland;pl;
1753;David Schoch;29133593;1517;Switzerland;ch;
1754;Alex Kuan;76161838;1517;Malaysia;my;
1755;Lars Boonen;72566283;1517;Belgium;be;
1756;Noah König;12399254;1517;Switzerland;ch;
1757;Jed Lawless;97194333;1517;New Zealand;nz;
1758;Stefan Klein;98723569;1517;Austria;at;
1759;Jeffery Thompson;71936481;1517;United States of America;us;
1760;Daniel Rusling;47788956;1517;Australia;au;
1761;Brandon Flores;33714596;1517;United States of America;us;
1762;Lewis Miller;16294592;1517;United Kingdom;gb;
1763;Bradley Tashman;84612998;1517;United States of America;us;
1764;Andrew Wallace;16235217;1517;United States of America;us;
1765;Ryan Clark;43993562;1517;United States of America;us;
1766;Simon Duruy;12825853;1517;France;fr;
1767;Ray Hua Wen;66734827;1517;Taiwan;tw;
1768;Ryan Newberry;19142383;1517;United States of America;us;
1769;Seth Cole;69468318;1517;United States of America;us;
1770;Karan Soma;24938761;1517;New Zealand;nz;
1771;Jacob Friis Nielsen;72195289;1517;Denmark;dk;
1772;Damian Moss;34935542;1517;Australia;au;
1773;Jose Antonio Cuenda;56399374;1517;Spain;es;
1774;Dhruv Verma;92633927;1517;New Zealand;nz;
1775;Raul Flores;98486441;1517;United States of America;us;
1776;Martin Bergström;66435985;1517;Sweden;se;
1777;Caleb Zavits;12916124;1517;Canada;ca;
1778;Sebastian Glad;38588189;1517;Croatia;hr;
1779;Steven Toenjes;34971449;1517;United States of America;us;
1780;Tommy Barrett;33675793;1516;United States of America;us;
1781;Tamás Somoskövi;94184658;1516;Hungary;hu;
1782;Matthew Boudreaux;43589416;1516;United States of America;us;
1783;Darshan Patel;15987299;1516;New Zealand;nz;
1784;Chen S.Q;64437729;1516;Taiwan;tw;
1785;Michael Skopelitis;48135193;1516;Greece;gr;
1786;Antonio Radich;35626457;1516;New Zealand;nz;
1787;Eugene Phoenix;37495745;1516;Singapore;sg;
1788;Miroslav Košař;17381234;1516;Czechia;cz;
1789;Daniel Reid;92258573;1516;New Zealand;nz;
1790;Alwart Nijveld;86186231;1516;Netherlands;nl;
1791;Jamie Grantham;94287579;1516;United States of America;us;
1792;Christian Bergesen;32735423;1516;Norway;no;
1793;Robert White;14961658;1516;United States of America;us;
1794;Lukasz Ziemba;19181131;1516;Poland;pl;
1795;Madison Hain;69252783;1516;United States of America;us;
1796;Pontus Angerfors;27651821;1516;Sweden;se;
1797;James Weeton;84889663;1516;United States of America;us;
1798;Oliver Chen;55853192;1516;Canada;ca;
1799;Ondrej Mrkus;24827245;1516;Czechia;cz;
1800;Iakovos Liapis;19159388;1516;Greece;gr;
1801;Justin Taylor;96255961;1516;United States of America;us;
1802;Edwin Sitanto;72147667;1516;Indonesia;id;
1803;Mario De Stefano;79251948;1516;Italy;it;
1804;Alejandro Cuevas;17855966;1516;United States of America;us;
1805;Tim Casey;85777882;1516;United States of America;us;
1806;Daniel Saarela;75615657;1516;United Kingdom;gb;
1807;George Tinkham;48329591;1516;United States of America;us;
1808;Erik Abegg;66327833;1516;Netherlands;nl;
1809;Tony Xiong;76732597;1516;United States of America;us;
1810;Jack Dockendorf;53987928;1516;United States of America;us;
1811;Bruno Cracco;83858488;1516;United Kingdom;gb;
1812;Christopher Bergbauer;86838755;1516;United States of America;us;
1813;Jackson Sands;34243249;1516;Australia;au;
1814;Dae Han Hardesty;55494647;1516;United States of America;us;
1815;Eric Isabedra;28187342;1516;New Zealand;nz;
1816;Connor Davenport;96473656;1516;United States of America;us;
1817;Juš Smolčič;45444444;1516;Slovenia;si;
1818;Aidan O'Sullivan;79788168;1516;Canada;ca;
1819;Maximillian Zart;31599129;1516;United States of America;us;
1820;Tyler Stammer;15971758;1516;United States of America;us;
1821;João Cruz;94379247;1516;Portugal;pt;
1822;Sebastian Sommer;77922999;1516;Denmark;dk;
1823;Kyle Richards;51788173;1516;United States of America;us;
1824;George Velchev;73492191;1516;Bulgaria;bg;
1825;LIN YI JYUN;18711832;1516;Taiwan;tw;
1826;Eduardo Melo;49636245;1516;Brazil;br;
1827;Kyle Horn;29393847;1516;United States of America;us;
1828;Claudio Vallejo;28876657;1516;United States of America;us;
1829;Zach Roach;64124444;1516;United States of America;us;
1830;Justin McKean;57824455;1516;United States of America;us;
1831;Dylan Nollen;68912865;1516;United States of America;us;
1832;Thomas Castaneda;82574688;1516;United States of America;us;
1833;Dallas Benavides;51798165;1516;United States of America;us;
1834;Jesse Smith;37595793;1516;United States of America;us;
1835;Sean Schneiter;46285945;1516;United States of America;us;
1836;Thomas Dowd;73153498;1516;United States of America;us;
1837;Sie Ruei;28171223;1516;Taiwan;tw;
1838;Ian Wall;39782162;1516;United States of America;us;
1839;Paul Bradford;71831245;1516;United States of America;us;
1840;dennis irisarri;43183177;1516;United States of America;us;
1841;James Bamfield;17124771;1516;Netherlands;nl;
1842;Jason Sims;28198151;1516;United States of America;us;
1843;Jeremy Dunham;91958825;1516;United States of America;us;
1844;MARKLOUIE FINES;13465664;1516;United States of America;us;
1845;Rahul Balakrishnan;86764811;1516;United States of America;us;
1846;Travis Clark;97997139;1516;United States of America;us;
1847;Alec McGee;11357426;1515;United States of America;us;
1848;Enrique Escudero Mendoza;71982426;1515;Spain;es;
1849;Marshall Stevenson;8112;1515;New Zealand;nz;
1850;Ben Bargetzi;25584581;1515;Switzerland;ch;
1851;JORDAN BEANGE;41615927;1515;Canada;ca;
1852;Ryan Taylor;34819335;1515;Australia;au;
1853;Merrick Gomez;31293829;1515;United States of America;us;
1854;Colin Swisher;68395691;1515;United States of America;us;
1855;Alex Jamieson;29198271;1515;Australia;au;
1856;Jonathan Estuart;62164776;1515;United States of America;us;
1857;Osvaldo Curiel;19375725;1515;United States of America;us;
1858;Oliver Padberg;75972774;1515;Australia;au;
1859;Michal Bedzak;35713425;1515;Poland;pl;
1860;Carl Nielsen;33312722;1515;Denmark;dk;
1861;Garrett Pieratt;15751269;1515;United States of America;us;
1862;Michael Chato;24583175;1515;Canada;ca;
1863;Johnny Lam;93389284;1515;Canada;ca;
1864;STEVEN HAWKER;95114946;1515;United States of America;us;
1865;Daniel Dertoni;42124895;1515;Brazil;br;
1866;Gregory Radek;24235483;1515;United Kingdom;gb;
1867;Aidan Berkel;96783166;1515;United States of America;us;
1868;Andres Dorogan;21436312;1515;Estonia;ee;
1869;Tony Mapelli;87483234;1515;United States of America;us;
1870;Ralph Gomeri;17971937;1515;Philippines;ph;
1871;Alexzander Keister;51736329;1515;United States of America;us;
1872;Wawan Duncan;68935439;1515;New Zealand;nz;
1873;OWN HSIANG YU;58534916;1515;Taiwan;tw;
1874;Pim Smits;49732988;1515;Netherlands;nl;
1875;Paul May;49493626;1515;United States of America;us;
1876;John Bennett;14794471;1515;United States of America;us;
1877;Aaron Johnson;34688733;1515;United States of America;us;
1878;Dillon Anderson;81544428;1515;United States of America;us;
1879;Daniele Frattarelli;53721144;1515;Italy;it;
1880;Callum Jarvis;76836146;1515;Australia;au;
1881;Rens Brouwers;13661563;1515;Netherlands;nl;
1882;lloyd bush;69462575;1515;United States of America;us;
1883;Anthony Caballero;99221979;1515;United States of America;us;
1884;Jace Velez;64574422;1515;United States of America;us;
1885;khonthee poosadee;35684683;1515;Thailand;th;
1886;Cordell Noyes;92988596;1515;United States of America;us;
1887;Jason Sid Robertson;17875618;1515;United States of America;us;
1888;Nelson Alegi;66276877;1515;Sweden;se;
1889;Joseph Vloet;52845554;1515;Canada;ca;
1890;Emmitt Luna;88645224;1515;United States of America;us;
1891;Johnny Boyd;81861854;1515;United States of America;us;
1892;Clarence Dews;48742452;1515;United States of America;us;
1893;Wesley Hung;89894664;1515;Singapore;sg;
1894;Lars Richter;18194295;1515;Germany;de;
1895;Brandon Ejupi;59131844;1515;United States of America;us;
1896;Philippe Paquin;16411399;1515;Canada;ca;
1897;Fadhil Majid;17919124;1515;Brunei;bn;
1898;Gregory Stout;45136594;1515;United States of America;us;
1899;Dantes Ha;98981996;1515;United States of America;us;
1900;Kelvin Tan;81289463;1515;Singapore;sg;
1901;Luis Ledezma;86241546;1514;United States of America;us;
1902;John Walker;52123848;1514;Canada;ca;
1903;Evan Hutto;34747548;1514;United States of America;us;
1904;Josh Martin;61541382;1514;United States of America;us;
1905;Matt MacLeod;91691961;1514;United States of America;us;
1906;Emanuel Schleinzer;17268782;1514;Austria;at;
1907;Rich Cook;51676848;1514;United States of America;us;
1908;Timothy Grant;31884591;1514;United States of America;us;
1909;Rhys Dunn;2835;1514;Australia;au;
1910;Maddux Warren;28536136;1514;United States of America;us;
1911;Robert Piper;14927357;1514;Australia;au;
1912;Ronan Sovitzky;44775295;1514;United States of America;us;
1913;Tùng Nguyễn;49239877;1514;Vietnam;vn;
1914;Maximilian Kremser;95183575;1514;Germany;de;
1915;Nathan Edwards;83665891;1514;New Zealand;nz;
1916;Sebastian Grau;27312453;1514;Germany;de;
1917;Logan Bolam;7426;1514;Australia;au;
1918;Roy Chiang;95283537;1514;Singapore;sg;
1919;Karan Gill;34631135;1514;United States of America;us;
1920;Daniel Nixon;33556572;1514;United States of America;us;
1921;Melody Wehipeihana;83139245;1514;New Zealand;nz;
1922;Bogdan-Andrei Oros;26369526;1514;Romania;ro;
1923;Nicholas Jackson;97819299;1514;United States of America;us;
1924;Benjamin Pritchard;27739857;1514;United States of America;us;
1925;Dennis Xiao;76328421;1514;Singapore;sg;
1926;Kelly Angell;37629414;1514;United States of America;us;
1927;Nathan Bradley;35132876;1514;United States of America;us;
1928;Thomas Zimmer;13957686;1514;Canada;ca;
1929;Stephen Fein;99156514;1514;United States of America;us;
1930;Steven Dunnet;15156843;1514;Canada;ca;
1931;Troy Fiel;36732163;1514;Philippines;ph;
1932;Tsai Li-Chan;89536598;1514;Taiwan;tw;
1933;Aaron Guy;39592925;1514;United States of America;us;
1934;Lan Falenti Koncilija;81785871;1514;Slovenia;si;
1935;Arne Kjell Vikhagen;26584656;1514;Sweden;se;
1936;Gabriel Kemble;61878223;1514;United States of America;us;
1937;Randen Hutchens;53854824;1514;United States of America;us;
1938;Ryan Miller;62174734;1514;United States of America;us;
1939;Elias Nærland;97828424;1514;Norway;no;
1940;Ryan Barnett;78466497;1514;United States of America;us;
1941;Filipe Casimiro;52931455;1514;Portugal;pt;
1942;Casey Wilson;73158145;1514;Australia;au;
1943;Zachary Pelosa;39262415;1514;United States of America;us;
1944;Andrew Melson;55466594;1514;United States of America;us;
1945;Alejandro Ziegenhirt;29175281;1514;United States of America;us;
1946;Lih Song Tan;85276764;1514;Malaysia;my;
1947;Wesley Scott;63978286;1514;Canada;ca;
1948;William Gomez;71539732;1513;United States of America;us;
1949;Adam Power;64755799;1513;United Kingdom;gb;
1950;Neil Turk;17991823;1513;United States of America;us;
1951;Mark Tay;44539252;1513;Singapore;sg;
1952;Le guer Nolwenn;22766535;1513;France;fr;
1953;Steven Wooley;36758295;1513;United States of America;us;
1954;Jacob Watts;87452586;1513;United States of America;us;
1955;Konstantin Petrov;96935489;1513;Bulgaria;bg;
1956;Braden Phillips;84476612;1513;United States of America;us;
1957;Johannes Kilzer;14186162;1513;Germany;de;
1958;Ching Ming Kai;39777965;1513;Malaysia;my;
1959;Amol Singh;5447;1513;New Zealand;nz;
1960;Austin Chinn;53113763;1513;United States of America;us;
1961;Sean Davis;54589484;1513;United States of America;us;
1962;Bartlomiej Gebski;29968356;1513;Poland;pl;
1963;Derek Brothers;47497866;1513;United States of America;us;
1964;Rafał Szymaszek;78815493;1513;Poland;pl;
1965;Igor Brkic;78262755;1513;Australia;au;
1966;William Dicks;86312347;1513;United States of America;us;
1967;Nathan Nuhring;85137827;1513;United States of America;us;
1968;Festus Pemberton;49615848;1513;United States of America;us;
1969;Aaron Parsons;36194987;1513;United Kingdom;gb;
1970;ray lahann;31379862;1513;United States of America;us;
1971;Ieva Kniežaitė-Burlakova;71522637;1513;Lithuania;lt;
1972;Andrius Pečiulis;13154974;1513;Lithuania;lt;
1973;Jan-Hendrik Brinkforth;16412276;1513;Germany;de;
1974;Nicholas Korner;93898349;1513;United States of America;us;
1975;Matthew Horne;62123491;1513;Australia;au;
1976;DINDO MALANAO;24562834;1513;Australia;au;
1977;Jerald Kuan;19878421;1513;Singapore;sg;
1978;Scott Chmura;94461349;1513;United States of America;us;
1979;Ying Chieh Liu;82715528;1513;Taiwan;tw;
1980;Kaspar Terauds;14388784;1513;Australia;au;
1981;Matt Henemyre;47573789;1513;United States of America;us;
1982;Jacob Thomas;82862188;1513;United States of America;us;
1983;Colin Li;74291513;1513;Hong Kong;hk;
1984;Ismael Ximpa;66619871;1513;Spain;es;
1985;Stefan Berrisch;29512251;1513;Germany;de;
1986;Scott Krehbiel;81813311;1513;United States of America;us;
1987;Joseph Davenport;12484966;1513;United States of America;us;
1988;John Chriss;59458873;1513;United States of America;us;
1989;Andreas Koch;66516329;1513;Austria;at;
1990;Kenneth Punnerud;58856652;1513;Norway;no;
1991;Lee Masterton;28744631;1513;Australia;au;
1992;Ben Olsen;26253831;1513;Canada;ca;
